Super lemma,PoS,Count,Percent,Lemma(ta),Word form(s),Dubium,Disambiguation status
communio,Noun,1,0.029,communio(1),communione(1),,green
competitio,Noun,1,0.029,competitio(1),conpetitionebus(1),,green
compressus,Noun,1,0.029,compressus(1),compressos(1),,green
concilium,Noun,1,0.029,concilium(1),concilio(1),,green
condemnatio,Noun,1,0.029,condemnatio(1),condemnatione(1),,green
confugium,Noun,1,0.029,confugium(1),confugium(1),,green
consacerdos,Noun,1,0.029,consacerdos(1),consacerdotes(1),,green
consanguineus,Noun,1,0.029,consanguineus(1),consanguinei(1),,green
conscientia,Noun,1,0.029,conscientia(1),conscientia(1),,green
contractor,Noun,1,0.029,contractor(1),contractorem(1),,green
contrarietas,Noun,1,0.029,contrarietas(1),contrarietate(1),,green
conversatio,Noun,1,0.029,conversatio(1),conversatione(1),,green
cultura,Noun,1,0.029,cultura(1),culturam(1),,green
cupiditas,Noun,1,0.029,cupiditas(1),cupiditate(1),,green
custodia,Noun,1,0.029,custodia(1),custodias(1),,green
daemon,Noun,1,0.029,daemon(1),daemoni(1),,green
debitum,Noun,1,0.029,debitum(1),debita(1),,green
decima,Noun,1,0.029,decima(1),decimas(1),,green
definitus,Noun,1,0.029,definitus(1),definitis(1),,green
delatura,Noun,1,0.029,delatura(1),delatura(1),,green
strinuitas,Noun,1,0.029,strinuetas(1),strinuetas(1),,green
diaconus,Noun,1,0.029,diaconus(1),diacono(1),,green
dicio,Noun,1,0.029,dicio(1),dicione(1),,green
dignatus,Noun,1,0.029,dignatus(1),dignati(1),,green
dilatio,Noun,1,0.029,dilatio(1),dilatione(1),,green
dilatura,Noun,1,0.029,dilatura(1),dilatura(1),,green
dilectio,Noun,1,0.029,dilectio(1),dilectione(1),,green
dimidium,Noun,1,0.029,dimidium(1),dimidium(1),,green
discursor,Noun,1,0.029,discursor(1),discursoris(1),,green
divinitas,Noun,1,0.029,divinitas(1),divinitas(1),,green
doctrina,Noun,1,0.029,doctrina(1),doctrinae(1),,green
dolus,Noun,1,0.029,dolus(1),dolo(1),,green
dominicus,Noun,1,0.029,dominicus(1),domineco(1),,green
donum,Noun,1,0.029,donum(1),donum(1),,green
dorsum,Noun,1,0.029,dorsum(1),dorsum(1),,green
dubietas,Noun,1,0.029,dubietas(1),dubietas(1),,green
dux,Noun,1,0.029,dux(1),ducem(1),,green
ebrietas,Noun,1,0.029,ebrietas(1),ebrietate(1),,green
effectus,Noun,1,0.029,effectus(1),effectum(1),,green
